logmexp;zi_mean;zi_sd
6.8214645;-.033714067;1.5138911
6.9462194;-.077189542;1.4445754
6.8386836;-.038636532;1.4209293
6.9800138;-.072082162;1.3993864
6.9489584;-.024412701;1.4451423
7.0613165;.011174805;1.3953419
7.0396066;-.0082556363;1.3611307
7.1284442;.03804452;1.3720342
7.0819144;.027001536;1.3808982
7.0660577;-.0073487689;1.3903835
7.1858754;.057547115;1.3400544
7.2119994;.031280629;1.3432771
7.1636777;.038368471;1.304971
7.1799173;.14091636;1.3145396
7.4096069;.0075544794;1.4072245
7.1651516;.12119547;1.2641656
6.8328776;-.061988272;1.3674306
7.0538526;.018569911;1.3384541
8.0792179;.10452139;1.3149873
;.13910232;1.330111
;-.13085558;1.3843952
;-.096625306;1.5020776
;-.091450326;1.4796398
;-.024631554;1.3691957
;-.025506696;1.404616
;-.01895174;1.3715354
;.002239716;1.3318913
;-.014130708;1.3548046
;.0090458198;1.330448
;.043960106;1.2664535
;.035164401;1.2897911
;-.014850301;1.2936478
;.015801212;1.3209121
;-.0046766829;1.3046571
;.0790805;1.26147
;-.00063826825;1.2749106
;-.033454135;1.3057303
;-.044459168;1.2859983
;-.1077001;1.324067
;-.13779509;1.3189616
;;
